시군명,농장명,축종명,상세구분,사육두수(마리),소재지지번주소,WGS84위도,WGS84경도,조사날짜,감염날짜,coord_precision
진천군,샤론농장,닭,종계/산란계,,충청북도 진천군 초평면 오갑리 311번지,36.8575221932838,127.51768925627,2026-04-07,2026-01-03,exact
진천군,서경 농장,닭,육계,,충청북도 진천군 이월면 동성리 828번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,석화농원,오리,,,충청북도 진천군 이월면 삼용리 785번지 3호,36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,선농장,닭,육계,,충청북도 진천군 진천읍 상신리 573번지,36.8684084075933,127.477859498779,2026-04-07,2025-12-30,exact
진천군,선민농장,오리,,,충청북도 진천군 진천읍 행정리 387번지 1호,36.8535476875277,127.41650408961,2026-04-07,2025-12-22,approx_address_dong
진천군,성주농장,닭,종계/산란계,,충청북도 진천군 이월면 동성리 838번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,송림농장,오리,육용오리,,충청북도 진천군 이월면 송림리 89번지 3호 주식회사 주원산오리,36.9357413653463,127.424732078337,2026-04-07,2025-12-22,approx_address_dong
진천군,송원농장,닭,육계,,충청북도 진천군 이월면 중산리 631번지 1호,36.9107912195304,127.439823252063,2026-04-07,2025-12-30,exact
진천군,수지농장,오리,,,충청북도 진천군 덕산읍 화상리 458번지,36.8833515244951,127.497718749389,2026-04-07,2025-12-22,approx_address
진천군,시골농장,닭,육계,,충청북도 진천군 백곡면 양백리 270번지 1호,36.9231240469741,127.329585273597,2026-04-07,2025-12-22,approx_address
진천군,신영농장,닭,육계,,충청북도 진천군 이월면 동성리 404번지 3호,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,양촌농장,닭,종계/산란계,,충청북도 진천군 덕산읍 구산리 192번지 1호,36.8721135349698,127.525502687462,2026-04-07,2025-12-22,approx_address
진천군,엄지농장,오리,,,충청북도 진천군 덕산읍 인산리 699번지,36.8749510737895,127.478931567819,2026-04-07,2025-12-22,approx_address
진천군,엄해열,닭,육계,,충청북도 진천군 이월면 신월리 산 92번지 1호,36.9695718790909,127.445317992926,2026-04-07,2025-12-22,approx_keyword_dong
진천군,에그랑농장,닭,종계/산란계,,충청북도 진천군 초평면 오갑리 73번지,36.8575221932838,127.51768925627,2026-04-07,2026-01-03,exact
진천군,에코팜,닭,종계/산란계,,충청북도 진천군 초평면 중석리 1390번지,36.8482300391479,127.494941019943,2026-04-07,2025-12-22,approx_address
진천군,여명농장,닭,육계,,충청북도 진천군 백곡면 대문리 583번지,36.869535056203,127.32395958235,2026-04-07,2025-12-22,approx_address
진천군,영농조합법인 정원농장 진천지점,메추리,,,충청북도 진천군 초평면 오갑리 322번지 322-1 322-2 322-3,36.8575221932838,127.51768925627,2026-04-07,2026-01-03,exact
진천군,영민 농장,닭,육계,,충청북도 진천군 백곡면 대문리 590번지 591번지 592번지,36.869614747866,127.32506900084,2026-04-07,2025-12-22,approx_address_single_parcel
진천군,예민꿩농장,꿩,,,충청북도 진천군 문백면 태락리 529번지 3호,36.7943118498619,127.437996912448,2026-04-07,2025-12-22,approx_address
진천군,예서농장,닭,육계,,충청북도 진천군 덕산읍 구산리 137번지,36.8754863196754,127.528063768799,2026-04-07,2025-12-22,approx_address
진천군,오갑농장,오리,,,충청북도 진천군 초평면 오갑리 7번지,36.8575221932838,127.51768925627,2026-04-07,2026-01-03,exact
진천군,오창농장,닭,육계,,"충청북도 진천군 문백면 은탄리 457번지 2호 , 457-5, 산92-1",36.7726455381044,127.468687461983,2026-04-07,2025-12-22,approx_address
진천군,용몽농장,닭,육계,,충청북도 진천군 덕산읍 용몽리 276번지 양계장,36.9217584250157,127.511773406824,2026-04-07,2025-12-22,approx_address
진천군,우영농장,오리,,,충청북도 진천군 덕산읍 석장리 33번지,36.8930507086691,127.520096536678,2026-04-07,2025-12-22,approx_address_dong
진천군,우진농장,닭,육계,,충청북도 진천군 이월면 동성리 836번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,우혁농장,오리,,,충청북도 진천군 덕산읍 기전리 466번지 3호,36.8867105602895,127.52711048822,2026-04-07,2025-12-22,approx_address
진천군,원천농장,닭,종계/산란계,,충청북도 진천군 문백면 계산리 169번지,36.7769488213711,127.41278253139,2026-04-07,2025-12-30,exact
진천군,유니농장,오리,,,"충청북도 진천군 덕산읍 화상리 156번지 외 6필지(137-1, 150, 150-1, 150-3, 150-4, 156-3)",36.8749544361457,127.502131488416,2026-04-07,2025-12-22,approx_address_single_parcel
진천군,윤**농장,오리,,,충청북도 진천군 이월면 삼용리 산 96번지 6호,36.8378079445623,127.42117763981385,2026-04-07,2025-12-22,approx_keyword_dong
진천군,윤**농장,오리,,,"충청북도 진천군 이월면 삼용리 553번지 1호 외2(554,554-1)",36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,윤일농장,닭,육계,,충청북도 진천군 덕산읍 화상리 378번지 2호,36.8865920292333,127.500784834543,2026-04-07,2025-12-22,approx_address
진천군,은영농장,오리,,,충청북도 진천군 이월면 삼용리 149번지 1호,36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,은혜커농장,닭,육계,,충청북도 진천군 초평면 중석리 1707번지,36.859567280601,127.500037890548,2026-04-07,2025-12-22,approx_address
진천군,이삭농장,닭,육계,,충청북도 진천군 이월면 중산리 631번지 외 1필지,36.9107912195304,127.439823252063,2026-04-07,2025-12-30,exact
진천군,장곡농장,닭,육계,,충청북도 진천군 진천읍 행정리 197번지 1호,36.8535476875277,127.41650408961,2026-04-07,2025-12-22,approx_address_dong
진천군,장원농장,닭,육계,,충청북도 진천군 진천읍 상신리 551번지,36.8684084075933,127.477859498779,2026-04-07,2025-12-30,exact
진천군,정연농장,오리,,,"충청북도 진천군 이월면 삼용리 1168번지 1169, 1170",36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,정우농장,닭,종계/산란계,,충청북도 진천군 이월면 삼용리 164번지 1호,36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,종일농장,오리,,,충청북도 진천군 덕산읍 합목리 359번지 6호,36.9050497488813,127.491897795367,2026-04-07,2025-12-22,approx_address
진천군,지암농장,닭,육계,,충청북도 진천군 진천읍 지암리 1200번지,36.8120324905263,127.419614022018,2026-04-07,2025-12-22,approx_address
진천군,진영축산,닭,육계,,충청북도 진천군 덕산읍 산수리 924번지 925 삼용리 1193 1195 1196,36.8841957068695,127.474220230006,2026-04-07,2025-12-22,approx_address_single_parcel
진천군,창성농장,오리,,,충청북도 진천군 덕산읍 인산리 1195번지,36.8691959011702,127.50004074769,2026-04-07,2025-12-22,approx_address
진천군,청남농장,메추리,,,충청북도 진천군 광혜원면 실원리 208번지,37.0056073989777,127.442904230424,2026-04-07,2025-12-22,approx_address
진천군,초원농장,오리,,,충청북도 진천군 이월면 동성리 881번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,초평농장,닭,종계/산란계,,충청북도 진천군 초평면 신통리 211번지,36.863578982484,127.555203276817,2026-04-07,2025-12-22,approx_address
진천군,친친농장,닭,육계,,충청북도 진천군 덕산읍 용몽리 978번지,36.9226932075022,127.507130636579,2026-04-07,2025-12-22,approx_address
진천군,태경농장,닭,육계,,충청북도 진천군 초평면 용산리 1010번지,36.7736299273574,127.535009949312,2026-04-07,2025-12-22,approx_address
진천군,태원농장,닭,육계,,충청북도 진천군 이월면 삼용리 1099번지,36.8964064115071,127.46899134191,2026-04-07,2025-12-30,exact
진천군,태진,오리,,,충청북도 진천군 이월면 신월리 685번지 4호,36.9126424184116,127.452467451186,2026-04-07,2025-12-22,approx_address
진천군,팔팔농장,닭,육계,,충청북도 진천군 이월면 동성리 884번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,하늘농장,닭,육계,,충청북도 진천군 초평면 용산리 1005번지 외 2필지,36.7735458698736,127.533742620163,2026-04-07,2025-12-22,approx_address_single_parcel
진천군,하늘샘농장,닭,산란중추,,충청북도 진천군 초평면 오갑리 81번지,36.8575221932838,127.51768925627,2026-04-07,2026-01-03,exact
진천군,한별농장,닭,육계,,충청북도 진천군 초평면 중석리 1717번지,36.8596542831853,127.501502529006,2026-04-07,2025-12-22,approx_address
진천군,한우리농장,닭,종계/산란계,,충청북도 진천군 문백면 계산리 산 50번지 1호,36.800963568278064,127.40219690323806,2026-04-07,2025-12-22,approx_keyword_dong
진천군,한터농장,닭,육계,,충청북도 진천군 덕산읍 화상리 203번지,36.8776096018702,127.500890725842,2026-04-07,2025-12-22,approx_address
진천군,해든농장,오리,,,충청북도 진천군 초평면 용산리 819번지 외 3필지,36.7746637572472,127.532259691076,2026-04-07,2025-12-22,approx_address_single_parcel
진천군,햇살 농장,닭,육계,,충청북도 진천군 이월면 동성리 840번지,36.8938515643768,127.451137812347,2026-04-07,2025-12-30,exact
진천군,화산농장,오리,,,충청북도 진천군 이월면 신계리 362번지 2호,36.946792989425,127.397449957823,2026-04-07,2025-12-22,approx_address_dong
진천군,황금농장,닭,종계/산란계,,"충청북도 진천군 문백면 계산리 508번지 506, 507, 509, 555, 601, 504",36.7769488213711,127.41278253139,2026-04-07,2025-12-30,exact
진천군,황금농장,닭,육계,,충청북도 진천군 이월면 사곡리 97번지,36.8998102443426,127.434048731665,2026-04-07,2025-12-22,approx_address
진천군,건농장,닭,육계,,"충청북도 진천군 덕산읍 인산리 1209번지 , 1210",36.8696542243126,127.501531212804,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,규해농장,닭,육계,,충청북도 진천군 진천읍 행정리 357번지,36.8610478524614,127.416409435808,2026-04-07,2025-12-30,approx_address
진천군,꿀벌농장,닭,육계,,충청북도 진천군 초평면 용기리 385번지,36.783628908,127.561757939431,2026-04-07,2025-12-30,approx_address
진천군,꿍이네농장,닭,종계/산란계,,충청북도 진천군 덕산읍 한천리 495번지 3호,36.8992578407452,127.502105103275,2026-04-07,2025-12-30,approx_address
진천군,농업회사법인(주)에버그린 진천지점,닭,종계/산란계,,충청북도 진천군 덕산읍 화상리 165번지 외 18필지,36.8795947682388,127.496775608509,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,농업회사법인(주)재유농원 진천지점,닭,종계/산란계,,"충청북도 진천군 초평면 중석리 1828번지 ,1829",36.8553816586139,127.496715860659,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,대승농장,닭,육계,,충청북도 진천군 덕산읍 구산리 501번지 9호,36.8852686731017,127.513853471073,2026-04-07,2025-12-30,approx_address
진천군,덕산농장,닭,종계/산란계,,충청북도 진천군 덕산읍 인산리 1180번지,36.867183644042,127.497836245081,2026-04-07,2025-12-30,approx_address
진천군,도날드농장,오리,,,충청북도 진천군 진천읍 행정리 387번지 1호,36.8535476875277,127.41650408961,2026-04-07,2025-12-30,approx_address_dong
진천군,도원농장,닭,육계,,충청북도 진천군 초평면 용기리 1번지 6호,36.7863102773185,127.551347801464,2026-04-07,2025-12-30,approx_address_dong
진천군,모래봉농장,오리,,,충청북도 진천군 덕산읍 용몽리 5번지,36.9136845360373,127.524129964447,2026-04-07,2025-12-30,approx_address
진천군,문백축산,오리,,,충청북도 진천군 문백면 봉죽리 산 18번지 1호,36.800963568278064,127.40219690323806,2026-04-07,2025-12-30,approx_keyword_dong
진천군,미호농장,오리,,,"충청북도 진천군 덕산읍 인산리 636번지 1호 637-3,637-2,637-1,636-3,636-2",36.8674609245803,127.491881235317,2026-04-07,2025-12-30,approx_address_dong
진천군,박** 농장,닭,육계,,충청북도 진천군 이월면 사곡리 28번지,36.8997324551789,127.43874148111,2026-04-07,2025-12-30,approx_address
진천군,별이네농장,닭,종계/산란계,,충청북도 진천군 덕산읍 한천리 495번지,36.8992578407452,127.502105103275,2026-04-07,2025-12-30,approx_address
진천군,부성농장,오리,,,충청북도 진천군 이월면 사곡리 233번지,36.8968662117019,127.429458192365,2026-04-07,2025-12-30,approx_address
진천군,비에스에코팜,닭,종계/산란계,,충청북도 진천군 덕산읍 인산리 701번지,36.8738499292139,127.479648901594,2026-04-07,2025-12-30,approx_address
진천군,선민농장,오리,,,충청북도 진천군 진천읍 행정리 387번지 1호,36.8535476875277,127.41650408961,2026-04-07,2025-12-30,approx_address_dong
진천군,송림농장,오리,육용오리,,충청북도 진천군 이월면 송림리 89번지 3호 주식회사 주원산오리,36.9357413653463,127.424732078337,2026-04-07,2025-12-30,approx_address_dong
진천군,수지농장,오리,,,충청북도 진천군 덕산읍 화상리 458번지,36.8833515244951,127.497718749389,2026-04-07,2025-12-30,approx_address
진천군,시골농장,닭,육계,,충청북도 진천군 백곡면 양백리 270번지 1호,36.9231240469741,127.329585273597,2026-04-07,2025-12-30,approx_address
진천군,양촌농장,닭,종계/산란계,,충청북도 진천군 덕산읍 구산리 192번지 1호,36.8721135349698,127.525502687462,2026-04-07,2025-12-30,approx_address
진천군,엄지농장,오리,,,충청북도 진천군 덕산읍 인산리 699번지,36.8749510737895,127.478931567819,2026-04-07,2025-12-30,approx_address
진천군,엄해열,닭,육계,,충청북도 진천군 이월면 신월리 산 92번지 1호,36.9695718790909,127.445317992926,2026-04-07,2025-12-30,approx_keyword_dong
진천군,에코팜,닭,종계/산란계,,충청북도 진천군 초평면 중석리 1390번지,36.8482300391479,127.494941019943,2026-04-07,2025-12-30,approx_address
진천군,여명농장,닭,육계,,충청북도 진천군 백곡면 대문리 583번지,36.869535056203,127.32395958235,2026-04-07,2025-12-30,approx_address
진천군,영민 농장,닭,육계,,충청북도 진천군 백곡면 대문리 590번지 591번지 592번지,36.869614747866,127.32506900084,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,예민꿩농장,꿩,,,충청북도 진천군 문백면 태락리 529번지 3호,36.7943118498619,127.437996912448,2026-04-07,2025-12-30,approx_address
진천군,예서농장,닭,육계,,충청북도 진천군 덕산읍 구산리 137번지,36.8754863196754,127.528063768799,2026-04-07,2025-12-30,approx_address
진천군,오창농장,닭,육계,,"충청북도 진천군 문백면 은탄리 457번지 2호 , 457-5, 산92-1",36.7726455381044,127.468687461983,2026-04-07,2025-12-30,approx_address
진천군,용몽농장,닭,육계,,충청북도 진천군 덕산읍 용몽리 276번지 양계장,36.9217584250157,127.511773406824,2026-04-07,2025-12-30,approx_address
진천군,우영농장,오리,,,충청북도 진천군 덕산읍 석장리 33번지,36.8930507086691,127.520096536678,2026-04-07,2025-12-30,approx_address_dong
진천군,우혁농장,오리,,,충청북도 진천군 덕산읍 기전리 466번지 3호,36.8867105602895,127.52711048822,2026-04-07,2025-12-30,approx_address
진천군,유니농장,오리,,,"충청북도 진천군 덕산읍 화상리 156번지 외 6필지(137-1, 150, 150-1, 150-3, 150-4, 156-3)",36.8749544361457,127.502131488416,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,윤**농장,오리,,,충청북도 진천군 이월면 삼용리 산 96번지 6호,36.8378079445623,127.42117763981385,2026-04-07,2025-12-30,approx_keyword_dong
진천군,윤일농장,닭,육계,,충청북도 진천군 덕산읍 화상리 378번지 2호,36.8865920292333,127.500784834543,2026-04-07,2025-12-30,approx_address
진천군,은혜커농장,닭,육계,,충청북도 진천군 초평면 중석리 1707번지,36.859567280601,127.500037890548,2026-04-07,2025-12-30,approx_address
진천군,장곡농장,닭,육계,,충청북도 진천군 진천읍 행정리 197번지 1호,36.8535476875277,127.41650408961,2026-04-07,2025-12-30,approx_address_dong
진천군,종일농장,오리,,,충청북도 진천군 덕산읍 합목리 359번지 6호,36.9050497488813,127.491897795367,2026-04-07,2025-12-30,approx_address
진천군,지암농장,닭,육계,,충청북도 진천군 진천읍 지암리 1200번지,36.8120324905263,127.419614022018,2026-04-07,2025-12-30,approx_address
진천군,진영축산,닭,육계,,충청북도 진천군 덕산읍 산수리 924번지 925 삼용리 1193 1195 1196,36.8841957068695,127.474220230006,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,창성농장,오리,,,충청북도 진천군 덕산읍 인산리 1195번지,36.8691959011702,127.50004074769,2026-04-07,2025-12-30,approx_address
진천군,청남농장,메추리,,,충청북도 진천군 광혜원면 실원리 208번지,37.0056073989777,127.442904230424,2026-04-07,2025-12-30,approx_address
진천군,초평농장,닭,종계/산란계,,충청북도 진천군 초평면 신통리 211번지,36.863578982484,127.555203276817,2026-04-07,2025-12-30,approx_address
진천군,친친농장,닭,육계,,충청북도 진천군 덕산읍 용몽리 978번지,36.9226932075022,127.507130636579,2026-04-07,2025-12-30,approx_address
진천군,태경농장,닭,육계,,충청북도 진천군 초평면 용산리 1010번지,36.7736299273574,127.535009949312,2026-04-07,2025-12-30,approx_address
진천군,태진,오리,,,충청북도 진천군 이월면 신월리 685번지 4호,36.9126424184116,127.452467451186,2026-04-07,2025-12-30,approx_address
진천군,하늘농장,닭,육계,,충청북도 진천군 초평면 용산리 1005번지 외 2필지,36.7735458698736,127.533742620163,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,한별농장,닭,육계,,충청북도 진천군 초평면 중석리 1717번지,36.8596542831853,127.501502529006,2026-04-07,2025-12-30,approx_address
진천군,한우리농장,닭,종계/산란계,,충청북도 진천군 문백면 계산리 산 50번지 1호,36.800963568278064,127.40219690323806,2026-04-07,2025-12-30,approx_keyword_dong
진천군,한터농장,닭,육계,,충청북도 진천군 덕산읍 화상리 203번지,36.8776096018702,127.500890725842,2026-04-07,2025-12-30,approx_address
진천군,해든농장,오리,,,충청북도 진천군 초평면 용산리 819번지 외 3필지,36.7746637572472,127.532259691076,2026-04-07,2025-12-30,approx_address_single_parcel
진천군,화산농장,오리,,,충청북도 진천군 이월면 신계리 362번지 2호,36.946792989425,127.397449957823,2026-04-07,2025-12-30,approx_address_dong
진천군,황금농장,닭,육계,,충청북도 진천군 이월면 사곡리 97번지,36.8998102443426,127.434048731665,2026-04-07,2025-12-30,approx_address
