시군명,농장명,축종명,상세구분,사육두수(마리),소재지지번주소,WGS84위도,WGS84경도,조사날짜,감염날짜
화성시,궁영물닭장,닭,육계,90.0,경기도 화성시 송산면 고정리 산1-56,37.2840103291,126.7370297648,2020-07-31,2020-12-23
화성시,농업회사법인㈜정인,닭,육계,40000.0,"경기도 화성시 우정읍 석천리 766, 1037-28",,,2020-07-31,2020-12-23
화성시,베드로목장,닭,산란계,8500.0,"경기도 화성시 장지동 389, 390",37.1482917515,127.1189437575,2021-04-30,2020-12-23
화성시,성웅농장,닭,육계,70000.0,"경기도 화성시 마도면 고모리 347,348,512-2,3",,,2020-07-31,2020-12-23
화성시,수현농장,닭,육계,40000.0,"경기도 화성시 장안면 독정리 37-1, 산63",,,2020-11-30,2020-12-23
화성시,신리농장,닭,육계,250.0,"경기도 화성시 신동 89-4, 81-3",37.1860840495,127.144161571,2020-07-31,2020-12-23
화성시,양지뜰 향남농장,닭,산란계,111000.0,"경기도 화성시 향남읍 상신리 1050,1051,1052,1053",,,2020-11-30,2020-12-23
화성시,초혜지농장,닭,육계,50000.0,"경기도 화성시 정남면 금복리 92, 93, 91-1",,,2020-07-31,2020-12-23
화성시,형수농장,닭,육계,14000.0,경기도 화성시 남양읍 활초리 187-2,,,2020-07-31,2020-12-23
화성시,YB팜스,닭,육계,67000.0,경기도 화성시 양감면 사창리 산120,37.0963723356,126.9637033383,2021-06-30,2021-02-18
화성시,광민농장,닭,육계,40000.0,경기도 화성시 장안면 덕다리 산7,,,2020-07-31,2021-01-24
화성시,궁영물닭장,닭,육계,90.0,경기도 화성시 송산면 고정리 산1-56,37.2840103291,126.7370297648,2020-07-31,2021-01-24
화성시,농업회사법인㈜정인,닭,육계,40000.0,"경기도 화성시 우정읍 석천리 766, 1037-28",,,2020-07-31,2021-01-24
화성시,다원농장,닭,육계,32000.0,경기도 화성시 우정읍 화수리 964-17,37.1101671198,126.789236864,2021-06-30,2020-12-23
화성시,도원농장,닭,종계,2700.0,경기도 화성시 장안면 어은리 558,37.0841575742,126.8449143002,2021-06-30,2020-12-29
화성시,베드로목장,닭,산란계,8500.0,"경기도 화성시 장지동 389, 390",37.1482917515,127.1189437575,2021-04-30,2021-01-24
화성시,봉황농장,닭,산란계,85000.0,경기도 화성시 남양읍 신남리 906-16,37.1843393753,126.7991436935,2021-06-30,2021-02-18
화성시,부처물 농장,닭,육계,70000.0,경기도 화성시 마도면 고모리 578-12,37.173007478,126.7503275019,2021-06-30,2020-12-17
화성시,사또농장,닭,산란계,800.0,경기도 화성시 매송면 숙곡리 289,37.2573242052,126.907955473,2021-06-30,2021-01-24
화성시,삼화농장,닭,산란계,300.0,경기도 화성시 비봉면 삼화리 1108-1,37.2566189772,126.8524452561,2021-06-30,2020-12-17
화성시,상진농장,닭,육계,25000.0,경기도 화성시 남양읍 활초리 산187-2,37.1611770677,126.8373800613,2021-06-30,2021-02-18
화성시,성웅농장,닭,육계,70000.0,"경기도 화성시 마도면 고모리 347,348,512-2,3",,,2020-07-31,2021-01-24
화성시,소망농원,닭,산란계,100.0,경기도 화성시 마도면 백곡리 38,37.1913503106,126.7339198717,2021-06-30,2020-12-17
화성시,수현농장,닭,육계,40000.0,"경기도 화성시 장안면 독정리 37-1, 산63",,,2020-11-30,2021-01-24
화성시,신리농장,닭,육계,250.0,"경기도 화성시 신동 89-4, 81-3",37.1860840495,127.144161571,2020-07-31,2021-01-24
화성시,야곱농장,닭,육계,44500.0,경기도 화성시 양감면 사창리 359,37.0898424629,126.9732896314,2021-06-30,2021-01-24
화성시,양지뜰 향남농장,닭,산란계,111000.0,"경기도 화성시 향남읍 상신리 1050,1051,1052,1053",,,2020-11-30,2021-01-24
화성시,연수농장,닭,육계,52000.0,경기도 화성시 장안면 석포리 산122,37.1365627271,126.831492443,2021-06-30,2021-02-18
화성시,온석농장,닭,산란계,216000.0,"경기도 화성시 남양읍 온석리 230,228-3,228-4,229",,,2021-06-30,2021-01-24
화성시,재성농장,닭,육계,40000.0,"경기도 화성시 우정읍 운평리 1051, 1051-1, 1051-2",37.0778651552,126.769220624,2021-06-30,2020-12-23
화성시,초혜지농장,닭,육계,50000.0,"경기도 화성시 정남면 금복리 92, 93, 91-1",,,2020-07-31,2021-01-24
화성시,태성농장,닭,육계,61000.0,"경기도 화성시 남양읍 온석리 494-2,-3",37.1657035317,126.8506649881,2021-06-30,2021-02-18
화성시,형수농장,닭,육계,14000.0,경기도 화성시 남양읍 활초리 187-2,,,2020-07-31,2021-01-24
화성시,화성양계장,닭,종계,40000.0,경기도 화성시 장안면 독정리 222,37.0766259462,126.8639017359,2021-06-30,2021-01-24
화성시,황기농장,닭,육계,30000.0,"경기도 화성시 정남면 덕절리 96-1,97-1,97-2,116-1",,,2021-06-30,2021-01-24
화성시,경기농장,닭,육계,7000.0,경기도 화성시 팔탄면 율암리 389-1,37.1689313646,126.8725679012,2021-07-31,2021-02-18
화성시,계원농장,닭,종계,5100.0,경기도 화성시 양감면 사창리 261,37.095121558,126.976028108,2021-07-31,2021-02-18
화성시,고려꿩농장,꿩,꿩,307.0,경기도 화성시 팔탄면 기천리 산132,37.1767889325,126.9052613622,2021-07-31,2021-02-18
화성시,김포팜,닭,오리,4000.0,경기도 화성시 정남면 괘랑리 181-1,37.1818001908,126.996564489,2021-07-31,2021-02-18
화성시,덕다양계장,닭,육계,40000.0,경기도 화성시 장안면 덕다리 산47-6,37.0635728393,126.839062347,2021-07-31,2022-01-23
화성시,방울산농장,닭,산란계,150.0,경기도 화성시 향남읍 방축리 208,37.120000086,126.9300700974,2021-07-31,2021-02-18
화성시,베드로목장,닭,산란계,8500.0,"경기도 화성시 장지동 389, 390",37.1482917515,127.1189437575,2021-04-30,2021-02-18
화성시,사또농장,닭,산란계,800.0,경기도 화성시 매송면 숙곡리 289,37.2573242052,126.907955473,2021-06-30,2021-02-18
화성시,선경2축산,닭,육계,45000.0,"경기도 화성시 봉담읍 하가등리 393-7,6,392-2",37.1457270425,126.9333996819,2021-07-31,2021-02-18
화성시,세종농장,닭,산란계,263530.0,경기도 화성시 남양읍 온석리 197-1,37.1724948309,126.8546507526,2021-07-31,2021-02-18
화성시,수현농장,닭,육계,40000.0,"경기도 화성시 장안면 독정리 37-1, 산63",,,2020-11-30,2021-02-18
화성시,신성농장,닭,육계,55000.0,경기도 화성시 우정읍 운평리 산71-1,37.089155914,126.7818606086,2021-07-31,2022-01-23
화성시,양감(재래토종닭)농장,닭,산란계,350.0,경기도 화성시 양감면 용소리 625,37.0811154912,126.9867902881,2021-07-31,2022-01-23
화성시,양지뜰 향남농장,닭,산란계,111000.0,"경기도 화성시 향남읍 상신리 1050,1051,1052,1053",,,2020-11-30,2021-02-18
화성시,여흥농장,닭,육계,48000.0,"경기도 화성시 팔탄면 덕우리 250-1,-2,250",37.1247267813,126.8624975424,2021-07-31,2021-02-18
화성시,예루양계장,닭,육계,27000.0,경기도 화성시 남양읍 신남리 1532,37.177934921,126.8137685831,2021-07-31,2021-02-18
화성시,온석농장,닭,산란계,216000.0,"경기도 화성시 남양읍 온석리 230,228-3,228-4,229",,,2021-06-30,2021-02-18
화성시,유림농장,닭,종계,2200.0,경기도 화성시 양감면 사창리 113-1,37.1034199527,126.9680982937,2021-07-31,2021-02-18
화성시,임마누엘농장,닭,육계,30000.0,경기도 화성시 장안면 수촌리 산82-3,37.0853379991,126.8580232341,2021-07-31,2021-02-18
화성시,태양농원,닭,산란계,2500.0,"경기도 화성시 비봉면 쌍학리 826 , 827",37.2230200709,126.8988170579,2021-07-31,2021-02-18
화성시,해오름 조암농장,오리,산란계,44200.0,"경기도 화성시 우정읍 매향리 504-1,504,505-1,506-5",37.0469269415,126.7707843455,2021-07-31,2023-01-12
화성시,향촌농원,닭,산란계,4400.0,경기도 화성시 정남면 발산리 646-3,37.1521977299,126.9861768947,2021-07-31,2021-02-18
화성시,현대농장,닭,육계,80000.0,경기도 화성시 송산면 독지리 318,37.2473177365,126.6861119168,2021-07-31,2014-01-30
화성시,화성농장,닭,종계,2500.0,경기도 화성시 남양읍 온석리 499-4,37.1640547876,126.8481669246,2021-07-31,2021-02-18
화성시,황기농장,닭,육계,30000.0,"경기도 화성시 정남면 덕절리 96-1,97-1,97-2,116-1",,,2021-06-30,2021-02-18
화성시,가람농장,닭,산란계,65.0,경기도 화성시 봉담읍 상리 152-5,37.2346290483,126.9432011239,2021-11-30,2021-02-18
화성시,개미농장,닭,육계,13000.0,경기도 화성시 남양읍 온석리 414-1,37.169170535,126.8435053506,2021-09-30,2022-01-23
화성시,관항농장,닭,육계,26000.0,경기도 화성시 정남면 관항리 530,37.1814010322,126.9552334012,2021-09-30,2022-01-23
화성시,광도농장,닭,육계,80000.0,경기도 화성시 장안면 노진리 26-1,37.0538079578,126.8179132875,2021-09-30,2022-01-23
화성시,기러기 농장,닭,육계,400.0,경기도 화성시 우정읍 호곡리 228-39,37.1288767204,126.7826562568,2021-09-30,2022-01-23
화성시,꼬꼬마을농장,닭,산란계,500.0,경기도 화성시 장안면 노진리 12-4,37.0538720067,126.8212521024,2021-09-30,2022-01-23
화성시,낙원농장,닭,육계,33000.0,경기도 화성시 팔탄면 노하리 1040,37.1463008976,126.8456592582,2021-09-30,2022-01-23
화성시,남양양계,닭,산란계,36000.0,"경기도 화성시 남양읍 온석리 480, 480-1",37.169570316,126.8555767311,2021-11-30,2022-01-23
화성시,누리팜(헤브론농장),닭,산란계,30000.0,경기도 화성시 팔탄면 율암리 313-1,37.1694016836,126.8711672977,2021-09-30,2022-01-23
화성시,대박농장,닭,육계,53000.0,경기도 화성시 송산면 지화리 574-2,37.2108425291,126.6801251299,2021-09-30,2017-01-25
화성시,대산농장,닭,육계,50200.0,경기도 화성시 장안면 독정리 1779,37.0730943198,126.8625812881,2021-11-30,2022-01-23
화성시,대성농장,닭,종계,30000.0,경기도 화성시 남양읍 온석리 400-3,37.1663551768,126.8429665358,2021-09-30,2022-01-23
화성시,대승농장,닭,육계,85000.0,경기도 화성시 남양읍 온석리 491-2,37.1654738271,126.8515754359,2021-11-30,2022-01-23
화성시,동진목장,닭,육계,25.0,경기도 화성시 남양읍 장덕리 240-1,37.1636818683,126.8118813964,2021-11-30,2022-01-23
화성시,마도양계장,닭,육계,20000.0,경기도 화성시 마도면 석교리 108,37.1992462411,126.7777653169,2021-09-30,2022-01-23
화성시,미래농장,닭,종계,1000.0,경기도 화성시 향남읍 길성리 1,37.1233846807,126.98303788,2021-09-30,2022-01-23
화성시,미래숲,닭,산란계,19000.0,"경기도 화성시 양감면 사창리 200,201-1,-2",,,2021-09-30,2022-01-23
화성시,백봉실크 오골계농장,닭,산란계,220.0,경기도 화성시 비봉면 남전리 109-1,37.2309858535,126.8428242354,2021-09-30,2022-01-23
화성시,부성축산,닭,산란계,25000.0,경기도 화성시 장안면 금의리 612-6,37.1079024814,126.8371129227,2021-09-30,2022-01-23
화성시,삼현농장,닭,육계,26000.0,경기도 화성시 우정읍 주곡리 386-5,37.1165583758,126.8098059637,2021-11-30,2022-01-23
화성시,성일양계장,닭,육계,50000.0,경기도 화성시 마도면 청원리 576-5,37.1769973777,126.7714773308,2021-11-30,2022-01-23
화성시,소원축산,닭,종계,2000.0,경기도 화성시 우정읍 원안리 426,37.1066157442,126.7769248627,2021-11-30,2022-01-23
화성시,숙이네농장,오리,,50.0,경기도 화성시 송산면 삼존리 649-485,37.2182546143,126.7657157367,2021-11-30,2022-01-23
화성시,아침농원,꿩,산란계,200.0,경기도 화성시 안녕동 133-5,37.1972149181,127.0078379133,2021-11-30,2021-02-18
화성시,야마기시즘실현지영농조합법인,닭,산란계,50000.0,경기도 화성시 향남읍 구문천리 산141-1,,,2021-09-30,2022-01-23
화성시,연지농장,닭,육계,45000.0,경기도 화성시 팔탄면 해창리 산35-1,37.1097507799,126.86856573,2021-09-30,2022-01-23
화성시,영완농장,닭,육계,7000.0,"경기도 화성시 팔탄면 가재리 601, 602",37.1497471119,126.9162048758,2021-11-30,2022-01-23
화성시,우음도축산,닭,산란계,100.0,경기도 화성시 송산면 고정리 1263,37.2835089421,126.7384523416,2021-11-30,2022-01-23
화성시,윤호농장,닭,종계,2700.0,경기도 화성시 남양읍 활초리 685,37.1639632706,126.8375359471,2021-11-30,2022-01-23
화성시,장수농장,닭,육계,65000.0,경기도 화성시 향남읍 하길리 78-1,,,2021-11-30,2022-01-23
화성시,장학순건강란,닭,산란계,20000.0,경기도 화성시 장안면 장안리 279,37.0539481918,126.855903452,2021-11-30,2022-01-23
화성시,전정식농장,닭,산란계,120.0,경기도 화성시 비봉면 삼화리 802-3,37.2483168229,126.8528526526,2021-11-30,2022-01-23
화성시,정문농장,닭,종계,1000.0,경기도 화성시 양감면 정문리 646-1,37.0949550009,126.9832648427,2021-09-30,2022-01-23
화성시,제이피에프,닭,종계,3800.0,경기도 화성시 향남읍 구문천리 784,37.0681311168,126.8854692124,2021-11-30,2022-01-23
화성시,주은농장,닭,육계,85000.0,경기도 화성시 남양읍 북양리 577,37.2084134488,126.8575793771,2021-09-30,2022-01-23
화성시,질라라비농장,닭,육계,60000.0,경기도 화성시 우정읍 조암리 산 91-3,37.0835721318,126.8069356632,2021-09-30,2022-01-23
화성시,청신농장,닭,종계,1000.0,경기도 화성시 양감면 신왕리 1972,37.0714537978,126.9647053664,2021-09-30,2022-01-23
화성시,태행목장,닭,육계,100.0,경기도 화성시 비봉면 청요리 702-4,37.2106366685,126.8946161586,2021-11-30,2022-01-23
화성시,토종닭농장,닭,육계,1000.0,경기도 화성시 우정읍 매향리 543-1,37.0473160173,126.7750577352,2021-09-30,2023-01-12
화성시,파머스가든,닭,산란계,600000.0,경기도 화성시 양감면 사창리 721-6,37.1042791318,126.955831218,2021-11-30,2022-01-23
화성시,푸른농장,닭,육계,200.0,경기도 화성시 봉담읍 상기리 551-2,37.1968901316,126.9161237501,2021-09-30,2022-01-23
화성시,형제농장,닭,육계,52000.0,경기도 화성시 양감면 대양리 111-2,37.0943758915,126.9487452898,2021-11-30,2022-01-23
화성시,호계농장,닭,종계,1500.0,경기도 화성시 양감면 송산리 440,37.107838995,126.9858491393,2021-09-30,2022-01-23
화성시,희망축산,닭,육계,5240.0,경기도 화성시 남양읍 온석리 492,37.1642639867,126.852806021,2021-11-30,2022-01-23
화성시,건국농장,닭,육계,0.0,"경기도 화성시 장안면 독정리 794-2, 794-4, 794-5",37.0761457264,126.8468619832,2025-05-31,2024-12-22
화성시,계원농장,닭,종계,19948.0,경기도 화성시 양감면 사창리 261,37.095121558,126.976028108,2025-04-30,2025-11-10
화성시,금송농장,닭,육계,63000.0,경기도 화성시 장안면 장안리 489,37.0448085205,126.8560369085,2025-05-31,2025-11-10
화성시,남양양계,닭,산란계,46500.0,"경기도 화성시 남양읍 온석리 480, 480-1",37.169570316,126.8555767311,2025-04-30,2024-12-22
화성시,다산농장,닭,종계,14500.0,경기도 화성시 양감면 용소리 190번지,37.0722354844,126.9865576471,2025-04-30,2025-11-10
화성시,다산양계,닭,산란계,135000.0,"경기도 화성시 팔탄면 구장리 309-2,-3,-4, 310-1",37.1533055457,126.9013236488,2025-05-31,2024-12-22
화성시,다원농장,닭,육계,0.0,경기도 화성시 우정읍 화수리 964-17,37.1101671198,126.789236864,2025-05-31,2024-12-22
화성시,대박농장,닭,육계,48500.0,경기도 화성시 송산면 지화리 574-2,37.2108425291,126.6801251299,2025-04-30,2017-01-25
화성시,대산농장,닭,육계,35500.0,경기도 화성시 장안면 독정리 1779,37.0730943198,126.8625812881,2025-04-30,2024-12-22
화성시,대승농장,닭,육계,0.0,경기도 화성시 남양읍 온석리 491-2,37.1655970344,126.8509700071,2025-04-30,2024-12-22
화성시,대양농장,닭,종계,0.0,경기도 화성시 양감면 신왕리 1129,37.0733314553,126.9633084611,2025-04-30,2025-11-10
화성시,덕다양계장,닭,육계,0.0,경기도 화성시 장안면 덕다리 산 47-6,37.0635728393,126.839062347,2025-05-31,2025-11-10
화성시,도원농장,닭,종계,67700.0,"경기도 화성시 장안면 어은리 558번지,  화성시 장안면 장안로 260",37.0841575742,126.8449143002,2025-05-31,2024-12-22
화성시,두레농장,닭,산란계,0.0,경기도 화성시 양감면 사창리 257,37.0953129425,126.9744626358,2025-04-30,2025-11-10
화성시,두레농장,닭,종계,0.0,경기도 화성시 양감면 사창리 257,37.0953129425,126.9744626358,2025-04-30,2025-11-10
화성시,마도청계,닭,산란계,0.0,경기도 화성시 마도면 석교리 648,37.1990613063,126.7707055407,2025-04-30,2024-12-22
화성시,매바위양계장,닭,육계,40500.0,경기도 화성시 남양읍 장덕리  947,37.1512148427,126.787366386,2025-05-31,2024-12-22
화성시,무지개농장,닭,육계,0.0,경기도 화성시 송산면 고포리 605-1,37.236153493,126.6762435264,2025-05-31,2014-01-30
화성시,방울산농장,닭,산란계,0.0,경기도 화성시 향남읍 방축리 208,37.1200772592,126.9301037796,2025-04-30,2024-12-22
화성시,봉황농장,닭,산란계,75000.0,경기도 화성시 남양읍 신남리 906-16,37.1843393753,126.7991436935,2025-05-31,2024-12-22
화성시,부자농원,닭,육계,34000.0,경기도 화성시 장안면 사곡리 725-1,37.0578581758,126.8013660266,2025-05-31,2025-11-10
화성시,삼현농원,닭,육계,0.0,경기도 화성시 양감면 사창리 1007-1,37.0850624267,126.9680863647,2025-05-31,2025-11-10
화성시,삼현농장,닭,육계,0.0,경기도 화성시 우정읍 주곡리 386-5,37.1166660153,126.8098529819,2025-05-31,2024-12-22
화성시,선경2축산,닭,육계,68360.0,"경기도 화성시 봉담읍 하가등리 393-7,6,392-2",37.1455193971,126.9328913812,2025-05-31,2024-12-22
화성시,선경축산,닭,육계,0.0,경기도 화성시 정남면 문학리 42-1,37.1493642266,126.9729965272,2025-05-31,2022-02-08
화성시,성일양계장,닭,육계,0.0,경기도 화성시 마도면 청원리 576-5,37.1769973777,126.7714773308,2025-05-31,2024-12-22
화성시,세종농장,닭,산란계,254020.0,경기도 화성시 남양읍 온석리 197-1,37.1724948309,126.8546507526,2025-04-30,2024-12-22
화성시,소망농원,닭,산란계,0.0,경기도 화성시 마도면 백곡리 38,37.1914569325,126.7340022031,2025-05-31,2020-12-17
화성시,소원축산,닭,종계,0.0,"경기도 화성시 우정읍 원안리 426, 호곡리 991",37.10676736,126.7770687664,2025-04-30,2024-12-22
화성시,수현농장,닭,육계,0.0,"경기도 화성시 장안면 독정리 37-1, 산63",37.0705305437,126.8686210602,2025-05-31,2024-12-22
화성시,신봉농장,닭,육계,0.0,경기도 화성시 정남면 관항리 494-2,37.1848053957,126.9506912193,2025-05-31,2024-12-22
화성시,신성농장,닭,육계,0.0,경기도 화성시 우정읍 운평리 산 71-1,37.089155914,126.7818606086,2025-05-31,2024-12-22
화성시,아침농원,닭,산란계,0.0,경기도 화성시 안녕동 133-5,37.1973120594,127.0078875494,2025-04-30,2024-12-22
화성시,야마기시즘실현지영농조합법인,닭,산란계,35640.0,경기도 화성시 향남읍 구문천리 산 141-1,37.0714653505,126.8922706576,2025-05-31,2024-12-22
화성시,양감농장,닭,종계,0.0,"경기도 화성시 양감면 사창리 782-1, -2",37.0966780769,126.9632788713,2025-05-31,2025-11-10
화성시,양지뜰 향남농장,닭,산란계,0.0,"경기도 화성시 향남읍 상신리 1050,1051,1052,1053",37.086041626,126.8801489614,2025-04-30,2024-12-22
화성시,영남농장,닭,육계,74100.0,경기도 화성시 장안면 독정리 864,37.0684443473,126.8430021746,2025-05-31,2024-12-22
화성시,오늘농장,닭,산란계,11000.0,"경기도 화성시 양감면 송산리 1003-5, -6, -7",37.1016459523,126.9900729949,2025-04-30,2025-11-10
화성시,온석2농장,닭,산란계,70000.0,경기도 화성시 남양읍 온석리 276,37.1678416357,126.8477068992,2025-05-31,2024-12-22
화성시,온석농장,닭,산란계,278540.0,"경기도 화성시 남양읍 온석리 230,228-3,228-4,229",37.1700935322,126.8539953388,2025-05-31,2024-12-22
화성시,유농장,닭,육계,0.0,경기도 화성시 남양읍 활초리 산 187-1,37.1611770677,126.8373800613,2025-05-31,2024-12-22
화성시,장학순건강란,닭,산란계,0.0,경기도 화성시 장안면 장안리 279,37.0539481918,126.855903452,2025-04-30,2025-11-10
화성시,정문농장,닭,종계,0.0,경기도 화성시 양감면 정문리 646-1,37.0949550009,126.9832648427,2025-05-31,2025-11-10
화성시,제이피에프,닭,종계,0.0,"경기도 화성시 향남읍 구문천리 784, 798",37.0672392744,126.8855776461,2025-04-30,2024-12-22
화성시,주은농장,닭,육계,24000.0,경기도 화성시 남양읍 북양리 577,37.2084134488,126.8575793771,2025-04-30,2024-12-22
화성시,지엠지,닭,종계,0.0,경기도 화성시 장안면 수촌리 1417-6,37.1082910647,126.8636144955,2025-05-31,2024-12-22
화성시,청석골농장,닭,산란계,51950.0,경기도 화성시 양감면 사창리 660-1,37.1006822151,126.9616976142,2025-05-31,2025-11-10
화성시,청신농장,닭,육계,16000.0,"경기도 화성시 양감면 신왕리 1972, 1973",37.0716446127,126.9650415074,2025-04-30,2025-11-10
화성시,청신농장,닭,종계,16000.0,"경기도 화성시 양감면 신왕리 1972,1973",37.0716446127,126.9650415074,2025-04-30,2025-11-10
화성시,태경농장,닭,육계,0.0,경기도 화성시 남양읍 온석리 491-3,37.1648879197,126.8515167019,2025-04-30,2024-12-22
화성시,토종닭농장,닭,육계,0.0,경기도 화성시 우정읍 매향리 543-1,37.0473160173,126.7750577352,2025-05-31,2023-01-12
화성시,푸른농장,닭,육계,0.0,경기도 화성시 봉담읍 상기리 551-2,37.1968901316,126.9161237501,2025-04-30,2024-12-22
화성시,피엔씨코리아,닭,산란계,0.0,경기도 화성시 향남읍 구문천리 881,37.0850687919,126.8924771077,2025-05-31,2024-12-22
화성시,해뜨는농장,닭,육계,0.0,"경기도 화성시 마도면 고모리 1, 1-1",37.1766563891,126.7443774128,2025-04-30,2022-01-23
화성시,호계농장,닭,종계,0.0,"경기도 화성시 양감면 송산리 440,440-1",37.1080989329,126.9856291056,2025-04-30,2025-11-10
화성시,화성양계장,닭,종계,0.0,"경기도 화성시 장안면 독정리 221-1, -2, 222, 223, 235-2",37.0766259462,126.8639017359,2025-04-30,2024-12-22
화성시,희산농장,닭,육계,0.0,경기도 화성시 남양읍 신남리 1552,37.1787869129,126.8224125431,2025-05-31,2024-12-22
화성시,가람농장,닭,산란계,0.0,경기도 화성시 봉담읍 상리 152-5,37.234700047,126.9432852337,2025-07-31,2021-02-18
화성시,가람농장,닭,산란계,20.0,경기도 화성시 효행구 봉담읍 상리 152-5,37.2347034212,126.9432758988,2026-02-26,2021-02-18
화성시,감우농장,닭,육계,0.0,경기도 화성시 남양읍 장덕리 1077,37.1647380646,126.8199587297,2026-01-31,2024-12-22
화성시,감우농장,닭,육계,55400.0,경기도 화성시 만세구 남양읍 장덕리 1077,37.1647380646,126.8199587297,2026-02-26,2024-12-22
화성시,건국농장,닭,육계,15000.0,경기도 화성시 만세구 장안면 독정리 794-2,37.0761457264,126.8468619832,2026-02-26,2025-11-16
화성시,건국축산농원,닭,육계,0.0,"경기도 화성시 장안면 독정리 794-2 794-4,794-5,794-12",37.0761457264,126.8468619832,2025-07-31,2025-11-10
화성시,건국축산농원,닭,육계,50000.0,경기도 화성시 만세구 장안면 독정리 794-2,37.0761457264,126.8468619832,2026-02-26,2025-11-16
화성시,경기농장,닭,육계,0.0,경기도 화성시 팔탄면 율암리 389-1,37.1689313646,126.8725679012,2025-08-31,2025-11-16
화성시,경기농장,닭,육계,0.0,경기도 화성시 만세구 팔탄면 율암리 389-1,37.1689313646,126.8725679012,2026-02-26,2025-11-16
화성시,계원농장,닭,종계,19948.0,경기도 화성시 만세구 양감면 사창리 261,37.095121558,126.976028108,2026-02-26,2025-12-02
화성시,고려꿩농장,닭,꿩,20.0,경기도 화성시 만세구 팔탄면 기천리 산132,37.1767521427,126.9051152063,2026-02-26,2024-12-22
화성시,고려꿩농장,꿩,꿩,20.0,경기도 화성시 팔탄면 기천리 산132,37.1762002154,126.9047027341,2026-01-31,2024-12-22
화성시,관항농장,닭,육계,0.0,"경기도 화성시 정남면 관항리 530, 531, 537, 538, 539-2",37.1814010322,126.9552334012,2026-01-31,2024-12-22
화성시,관항농장,닭,육계,30000.0,경기도 화성시 효행구 정남면 관항리 530,37.1814010322,126.9552334012,2026-02-26,2024-12-22
화성시,광도농장,닭,육계,72500.0,경기도 화성시 장안면 노진리 26-1 외 15필지,37.0538079578,126.8179132875,2025-08-31,2025-11-10
화성시,광도농장,닭,육계,67000.0,경기도 화성시 만세구 장안면 노진리 26-1,37.0538079578,126.8179132875,2026-02-26,2025-11-16
화성시,금송농장,닭,육계,63000.0,경기도 화성시 만세구 장안면 장안리 489,37.0447171617,126.8558127728,2026-02-26,2025-11-16
화성시,금의양계장,닭,육계,44600.0,경기도 화성시 장안면 사곡리 833-6,37.0578204052,126.8087670772,2025-08-31,2025-11-10
화성시,금의양계장,닭,육계,50000.0,경기도 화성시 만세구 장안면 사곡리 833-6,37.0578204052,126.8087670772,2026-02-26,2025-11-16
화성시,김포팜,오리,,0.0,경기도 화성시 정남면 괘랑리 181-1,37.1821506759,126.9963143156,2025-08-31,2022-02-08
화성시,꼬꼬마을농장,닭,산란계,500.0,경기도 화성시 만세구 장안면 노진리 12-4,37.0539416124,126.8212881226,2026-02-26,2025-11-16
화성시,꼬꼬마을농장,닭,산란계,0.0,경기도 화성시 장안면 노진리 12-4,37.0539441383,126.8212826711,2026-01-31,2025-11-16
화성시,남양양계,닭,산란계,48400.0,경기도 화성시 만세구 남양읍 온석리 480,37.169570316,126.8555767311,2026-02-26,2025-11-16
화성시,남에벤에셀,닭,육계,49850.0,경기도 화성시 장안면 사곡리 879,37.0645813197,126.8088182167,2025-08-31,2025-11-10
화성시,남에벤에셀,닭,육계,30000.0,경기도 화성시 만세구 장안면 사곡리 879,37.0645813197,126.8088182167,2026-02-26,2025-11-16
화성시,농업회사법인㈜정인,닭,육계,0.0,"경기도 화성시 우정읍 석천리 766, 1037-28",37.0456053242,126.7768620304,2026-01-31,2025-11-10
화성시,농업회사법인㈜정인,닭,육계,40000.0,경기도 화성시 만세구 우정읍 석천리 766,37.0450764656,126.7773505982,2026-02-26,2025-11-10
화성시,다산농장,닭,종계,14500.0,경기도 화성시 만세구 양감면 용소리 190,37.0722354844,126.9865576471,2026-02-26,2025-12-25
화성시,다산양계,닭,산란계,60000.0,경기도 화성시 만세구 팔탄면 구장리 309-2,37.1533055457,126.9013236488,2026-02-26,2025-11-16
화성시,다원농장,닭,육계,50000.0,경기도 화성시 만세구 우정읍 화수리 964-17,37.1101671198,126.789236864,2026-02-26,2025-11-16
화성시,대륭농장,닭,육계,0.0,경기도 화성시 양감면 신왕리 1950,37.0733754906,126.9610919678,2025-07-31,2025-11-10
화성시,대륭농장,닭,육계,27478.0,경기도 화성시 만세구 양감면 신왕리 1950,37.0733754906,126.9610919678,2026-02-26,2025-12-02
화성시,대륭목장,닭,종계,0.0,경기도 화성시 양감면 신왕리 1950,37.0733754906,126.9610919678,2025-08-31,2025-11-10
화성시,대륭목장,닭,종계,0.0,경기도 화성시 만세구 양감면 신왕리 1950,37.0733754906,126.9610919678,2026-02-26,2025-12-02
화성시,대박농장,닭,육계,50000.0,경기도 화성시 만세구 송산면 지화리 574-2,37.2108425291,126.6801251299,2026-02-26,2017-01-25
화성시,대산농장,닭,육계,31973.0,경기도 화성시 만세구 장안면 독정리 1779,37.0730943198,126.8625812881,2026-02-26,2025-11-16
화성시,대성농장,닭,종계,9206.0,"경기도 화성시 남양읍 온석리 400-1, 400-2, 400-3, 451-1",37.1663551768,126.8429665358,2026-01-31,2025-11-16
